This document was created from the <<characters>> element in the source file S10160.xml
	Begin ISAtab output:
 == Output of Study.xsl: ==
"Source Name"	"Characteristics[OTU name]"	"Row OTU id"	"Term Source REF"	"Term Access Number"	"Sample Name"	"Characters OTUs Group id"	"Number of Taxa in Sample Matrix"	"Number of Characters in Sample Matrix"	"Character Matrix Type"	
"Row187291"	"Nilssonia formosa"	"Tl241236"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187292"	"Rafetus euphraticus"	"Tl241238"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187293"	"Chitra vandijki"	"Tl241233"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187294"	"Cycloderma frenatum"	"Tl241231"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187295"	"Cycloderma aubryi"	"Tl241196"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187296"	"Lissemys scutata"	"Tl241259"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187297"	"Cyclanorbis senegalensis"	"Tl241282"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187298"	"Cyclanorbis elegans"	"Tl241292"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187299"	"Podocnemis unifilis"	"Tl241211"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187300"	"Phrynops williamsi"	"Tl242342"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187301"	"Acanthochelys radiolata"	"Tl242356"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187302"	"Acanthochelys spixii"	"Tl242325"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187303"	"Cuora mccordi"	"Tl241291"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187304"	"Emydura subglobosa"	"Tl241243"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187305"	"Cyclemys shanensis"	"Tl242339"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187306"	"Kinixys erosa"	"Tl241208"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187307"	"Indotestudo forstenii"	"Tl242316"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187308"	"Manouria emys"	"Tl242368"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187309"	"Mauremys reevesii"	"Tl241212"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187310"	"Heosemys annandalii"	"Tl241200"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187311"	"Cuora mouhotii"	"Tl241252"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187312"	"Heosemys depressa"	"Tl242355"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187313"	"Mauremys sinensis"	"Tl241213"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187314"	"Cyclemys atripons"	"Tl242345"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187315"	"Indotestudo travancorica"	"Tl241227"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187316"	"Geoclemys hamiltonii"	"Tl242378"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187317"	"Rhinoclemmys melanosterna"	"Tl241192"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187318"	"Rhinoclemmys punctularia"	"Tl242350"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187319"	"Rhinoclemmys pulcherrima"	"Tl242358"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187320"	"Rhinoclemmys funerea"	"Tl242373"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187321"	"Rhinoclemmys diademata"	"Tl242310"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187322"	"Rhinoclemmys annulata"	"Tl242334"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187323"	"Rhinoclemmys rubida"	"Tl242301"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187324"	"Pseudemys concinna"	"Tl241235"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187325"	"Eretmochelys imbricata"	"Tl242338"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187326"	"Lepidochelys olivacea"	"Tl242357"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187327"	"Dermochelys coriacea"	"Tl241261"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187328"	"Homopus signatus"	"Tl241309"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187329"	"Homopus boulengeri"	"Tl241287"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187330"	"Homopus femoralis"	"Tl242340"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187331"	"Chersina angulata"	"Tl242341"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187332"	"Gopherus flavomarginatus"	"Tl242383"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187333"	"Kinixys belliana"	"Tl242364"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187334"	"Kinixys homeana"	"Tl242381"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187335"	"Malacochersus tornieri"	"Tl241198"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187336"	"Psammobates geometricus"	"Tl242379"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187337"	"Psammobates tentorius"	"Tl242331"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187338"	"Geochelone platynota"	"Tl241248"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187339"	"Psammobates oculifer"	"Tl242326"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187340"	"Kinixys spekii"	"Tl242305"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187341"	"Kinixys natalensis"	"Tl242361"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187342"	"Pseudemys nelsoni"	"Tl241300"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187343"	"Siebenrockiella leytensis"	"Tl242311"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187344"	"Pelusios gabonensis"	"Tl241189"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187345"	"Emys trinacris"	"Tl241266"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187346"	"Glyptemys insculpta"	"Tl241250"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187347"	"Glyptemys muhlenbergii"	"Tl241191"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187348"	"Graptemys barbouri"	"Tl242323"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187349"	"Graptemys caglei"	"Tl241305"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187350"	"Graptemys ernsti"	"Tl242330"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187351"	"Graptemys flavimaculata"	"Tl242335"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187352"	"Graptemys gibbonsi"	"Tl242369"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187353"	"Graptemys nigrinoda"	"Tl242324"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187354"	"Graptemys oculifera"	"Tl242320"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187355"	"Graptemys ouachitensis"	"Tl241241"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187356"	"Graptemys pseudogeographica"	"Tl241253"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187357"	"Graptemys pulchra"	"Tl242359"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187358"	"Graptemys versa"	"Tl242354"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187359"	"Trachemys scripta"	"Tl241228"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187360"	"Pangshura tecta"	"Tl242313"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187361"	"Nilssonia hurum"	"Tl241270"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187362"	"Sternotherus minor"	"Tl242363"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187363"	"Rhinoclemmys nasuta"	"Tl242365"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187364"	"Gopherus agassizii"	"Tl242317"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187365"	"Gopherus polyphemus"	"Tl242327"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187366"	"Rhinoclemmys areolata"	"Tl242337"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187367"	"Mauremys nigricans"	"Tl242333"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187368"	"Chelus fimbriata"	"Tl241182"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187369"	"Podocnemis lewyana"	"Tl242309"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187370"	"Emys marmorata"	"Tl241278"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187371"	"Acanthochelys pallidipectoris"	"Tl241249"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187372"	"Carettochelys insculpta"	"Tl241295"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187373"	"Chelodina longicollis"	"Tl241218"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187374"	"Chelodina oblonga"	"Tl241229"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187375"	"Chelodina rugosa"	"Tl241269"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187376"	"Elseya dentata"	"Tl241275"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187377"	"Elseya latisternum"	"Tl241288"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187378"	"Phrynops geoffroanus"	"Tl241187"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187379"	"Platemys platycephala"	"Tl242353"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187380"	"Podocnemis expansa"	"Tl241183"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187381"	"Pseudemydura umbrina"	"Tl242303"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187382"	"Erymnochelys madagascariensis"	"Tl241299"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187383"	"Pelomedusa subrufa"	"Tl241230"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187384"	"Pelusios sinuatus"	"Tl242322"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187385"	"Rheodytes leukops"	"Tl241263"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187386"	"Elusor macrurus"	"Tl241277"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187387"	"Pangshura smithii"	"Tl241268"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187388"	"Mesoclemmys hogei"	"Tl242352"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187389"	"Chelonoidis carbonaria"	"Tl241226"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187390"	"Apalone spinifera"	"Tl241184"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187391"	"Pelusios williamsi"	"Tl241205"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187392"	"Staurotypus triporcatus"	"Tl241303"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187393"	"Lissemys punctata"	"Tl241242"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187394"	"Platysternon megacephalum"	"Tl242308"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187395"	"Heosemys spinosa"	"Tl241224"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187396"	"Dermatemys mawii"	"Tl241232"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187397"	"Mesoclemmys nasuta"	"Tl241190"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187398"	"Emys blandingii"	"Tl241186"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187399"	"Batagur kachuga"	"Tl242351"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187400"	"Trachemys taylori"	"Tl241237"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187401"	"Hydromedusa tectifera"	"Tl241201"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187402"	"Astrochelys radiata"	"Tl241290"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187403"	"Pyxis planicauda"	"Tl241306"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187404"	"Pyxis arachnoides"	"Tl241202"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187405"	"Natator depressus"	"Tl242306"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187406"	"Pangshura tentoria"	"Tl242372"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187407"	"Mesoclemmys gibba"	"Tl241188"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187408"	"Cuora aurocapitata"	"Tl241221"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187409"	"Batagur borneoensis"	"Tl241272"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187410"	"Cuora amboinensis"	"Tl241194"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187411"	"Heosemys grandis"	"Tl241281"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187412"	"Siebenrockiella crassicollis"	"Tl241307"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187413"	"Cyclemys dentata"	"Tl241217"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187414"	"Indotestudo elongata"	"Tl241185"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187415"	"Malayemys subtrijuga"	"Tl241257"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187416"	"Manouria impressa"	"Tl242348"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187417"	"Mauremys mutica"	"Tl241197"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187418"	"Morenia ocellata"	"Tl242347"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187419"	"Orlitia borneensis"	"Tl241280"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187420"	"Sacalia quadriocellata"	"Tl241271"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187421"	"Geoemyda spengleri"	"Tl242315"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187422"	"Melanochelys trijuga"	"Tl242370"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187423"	"Gopherus berlandieri"	"Tl242376"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187424"	"Emys orbicularis"	"Tl241193"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187425"	"Chelonoidis chilensis"	"Tl242367"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187426"	"Batagur trivittata"	"Tl242319"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187427"	"Batagur dhongoka"	"Tl241240"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187428"	"Phrynops hilarii"	"Tl242336"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187429"	"Caretta caretta"	"Tl242307"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187430"	"Chelonia mydas"	"Tl241289"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187431"	"Lepidochelys kempii"	"Tl242321"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187432"	"Chelydra serpentina"	"Tl241285"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187433"	"Chrysemys picta"	"Tl241220"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187434"	"Graptemys geographica"	"Tl241255"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187435"	"Malaclemys terrapin"	"Tl241216"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187436"	"Clemmys guttata"	"Tl241215"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187437"	"Terrapene ornata"	"Tl241304"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187438"	"Chelonoidis nigra"	"Tl242375"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187439"	"Testudo graeca"	"Tl242385"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187440"	"Testudo hermanni"	"Tl241246"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187441"	"Pelusios subniger"	"Tl241254"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187442"	"Homopus areolatus"	"Tl242377"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187443"	"Elseya georgesi"	"Tl242380"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187444"	"Elseya purvisi"	"Tl242302"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187445"	"Emydura macquarii"	"Tl242346"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187446"	"Nilssonia gangetica"	"Tl241206"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187447"	"Pseudemys peninsularis"	"Tl241262"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row187448"	"Pelodiscus axenaria"	"Tl242332"	""	""	"M4188"	"Tls14408"	"213"	"10000"	"DNA"	
"Row186041"	"Apalone ferox"	"Tl241245"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186042"	"Apalone mutica"	"Tl241294"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186043"	"Trionyx triunguis"	"Tl241251"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186044"	"Geochelone sulcata"	"Tl242366"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186045"	"Testudo horsfieldii"	"Tl241296"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186046"	"Testudo kleinmanni"	"Tl241286"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186047"	"Testudo marginata"	"Tl242382"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186048"	"Pelodiscus sinensis"	"Tl241219"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
"Row186049"	"Homopus solus"	"Tl242304"	""	""	"M4172"	"Tls14392"	"213"	"10000"	"DNA"	
